name,date,time,location,link,description
Is America Exceptional? A Lecture by National Review’s Charles Cooke,2025-03-05,6:00pm,,https://calendar.ufl.edu/event/44657-is-america-exceptional-a-lecture-by-national-reviews-c,National Review Senior Editor Charles C.W. Cooke will discuss “Is America Exceptional?” followed by a brief fireside chat and Q&A.
[W] Florida Gators Baseball vs Florida Atlantic,2025-03-05,6:00pm,,https://calendar.ufl.edu/event/41188-florida-gators-baseball-vs-florida-atlantic,
Torah Tropical,2025-03-05,7:00pm,,https://calendar.ufl.edu/event/44475-torah-tropical,"Presented as part of the 14th Annual Gainesville Jewish Film Festival
  Colombian documentary Torah Tropical follows the peculiar phenomenon of Latin American Evangelical Christians converting to Orthodox Judaism, and it reveals Zionism’s troubling relationship with race and the idea of a Promised Land."
Florida Gators Men’s Basketball at Alabama,2025-03-05,7:00pm,,https://calendar.ufl.edu/event/39851-florida-gators-mens-basketball-at-alabama,
[W] Florida Gators Softball at Houston,2025-03-05,7:00pm,,https://calendar.ufl.edu/event/41126-florida-gators-softball-at-houston,
[W] Florida Gators Women’s Basketball vs Auburn University,2025-03-05,8:30pm,,https://calendar.ufl.edu/event/39937-florida-gators-womens-basketball-vs-sec,
More events on 2025-03-05,2025-03-05,,,https://calendar.ufl.edu/#!view/day/date/20250305,Link to more events on this day
"AI Ethics, Academic Integrity, and Accessibility in your Course",2025-03-06,1:00pm,,https://calendar.ufl.edu/event/43572-ai-ethics-academic-integrity-and-accessibility-in,"3/6/2025 | 1:00 PM - 2:30 PM
  Instructors: John Jordi & Margeaux Johnson
  


  This workshop will explore the ethical implications of AI for Education. We will discuss AI privacy and security, AI and Academic Integrity, AI and Accessibility. An emphasis will be placed on ways you can support academic integrity and accessibility with AI! (Open to all; Part of the Harnessing AI FLC). Register here."
AI & Accessibility,2025-03-06,1:30pm,,https://calendar.ufl.edu/event/44658-ai-accessibility,"Join us for a hands-on workshop exploring the exciting role of Artificial Intelligence (AI) in enhancing digital accessibility for students with disabilities in your courses. While AI has many applications, its potential to aid with digital accessibility is often overlooked. In this session, participants will gain an understanding of the basics of digital accessibility, including creating accessible course materials, using accessible multimedia, and implementing inclusive assessment practices. By learning how to effectively prompt AI to augment their accessibility efforts, educators will be empowered to create more inclusive learning environments that cater to the diverse needs of their students, ultimately enhancing the overall educational experience.Speakers: Laura Jervis, Ariel Gunn, Stephanie Richardson, Margeaux Johnson.
  
  Registration: https://forms.office.com/r/2FxaegPjwg"
Effortless Appointments with Microsoft Bookings (CITT),2025-03-06,2:00pm,,https://calendar.ufl.edu/event/42984-effortless-appointments-with-microsoft-bookings-citt,Are you tired of the hassle of scheduling appointments? Save time and streamline the process with Microsoft Bookings!
Dr. Alex Sessions Geological Sciences Seminar,2025-03-06,3:30pm,,https://calendar.ufl.edu/event/42005-dr-alex-sessions-geological-sciences-seminar,"“Next Generation Stable Isotope Measurements:
  A Report from the Front Lines.”


   


  Dr. Alex Sessions


  Nico & Marilyn Van Wingen Professor of Geobiology


  Division of Geological and Planetary Sciences


  California Institute of Technology


  Pasadena, CA"
Organic Chemistry Division Seminar,2025-03-06,4:00pm,,https://calendar.ufl.edu/event/44031-organic-chemistry-division-seminar,
Organic Chemistry Division Seminar,2025-03-06,4:00pm,,https://calendar.ufl.edu/event/44416-organic-chemistry-division-seminar,
Online Opportunities: Finding Relevant Research as Online Students,2025-03-06,6:00pm,,https://calendar.ufl.edu/event/44595-online-opportunities-finding-relevant-research-as,Interested in finding meaningful research opportunities as a UF Online student? Join Beyond120 via Zoom to gain insight from current UFO students and their mentors on how to find/engage in relevant research opportunities as an online student. Register here for the Zoom link and more details!
"Presenting “Pedro Figari”: Role-Switching, Code-Shifting, and the Aesthetics of Power",2025-03-06,6:00pm,,https://calendar.ufl.edu/event/44817-presenting-pedro-figari-role-switching,
[L] Florida Gators Men’s Tennis at University of Oklahoma,2025-03-06,6:00pm,,https://calendar.ufl.edu/event/43044-florida-gators-mens-tennis-at-university-of,
Eid,2025-03-06,7:00pm,,https://calendar.ufl.edu/event/44476-eid,"Presented as part of the 14th Annual Gainesville Jewish Film Festival
  A young man from Rahat dreams of becoming a playwright, accepts an arranged marriage while holding onto his passion for a lover now living in Paris. This is a beautiful work of cinema and the first feature directed by a Bedouin filmmaker."
[W] Florida Gators Women’s Basketball vs University of Alabama,2025-03-06,8:30pm,,https://calendar.ufl.edu/event/44889-florida-gators-womens-basketball-vs-university-of,
More events on 2025-03-06,2025-03-06,,,https://calendar.ufl.edu/#!view/day/date/20250306,Link to more events on this day
Electoral Commissions and Democratization in Africa: Everyday Production of Democratic Legitimacy.,2025-03-07,3:30pm,,https://calendar.ufl.edu/event/43784-electoral-commissions-and-democratization-in-africa-ev,"Why do some countries hold elections that meet global democratic standards, while others do not? In this thought-provoking talk, Nicholas Kerr will explore key themes from his book, Electoral Commissions and Democratization in Africa, offering fresh insights into the role of electoral commissions in shaping election quality and legitimacy.


  Challenging conventional narratives that focus on administrative tasks or institutional design, Kerr highlights how electoral commissions serve a critical informational role, influencing political participation, perceptions of fraud, and confidence in election outcomes. By examining their autonomy and capacity, he reveals how these institutions impact whether elections are free, fair, and widely accepted.


  Join us for a compelling discussion on democracy, governance, and the factors that determine electoral integrity across Africa.


  
  
  Nicholas Kerr, UF"
Sinful Speech and the Ethics of Difference in Early Islamic Traditions of Piety,2025-03-07,3:30pm,,https://calendar.ufl.edu/event/44647-sinful-speech-and-the-ethics-of-difference-in,"Join the Center for Global Islamic Studies for this talk by Arafat Razzaque, Assistant Professor of Islamic History, Department of Near & Middle Eastern Civilizations, University of Toronto. This talk is part of the Dr. Sayeed and Atiya Ahmed Islamic Lecture Series."
Film Screening: Carving the Divine,2025-03-07,4:30pm,,https://calendar.ufl.edu/event/44814-film-screening-carving-the-divine,"Join CHPS and the Departments of Languages, Literatures, and Cultures and Religion for a screening of Carving the Divine, a documentary that offers a rare glimpse into Japan’s 1,400-year-old Buddhist woodcarving tradition. Follow the journey of Master Koun Sek as he seeks a new apprentice, revealing the rigorous, deeply disciplined world of Busshi artisans and their dedication to preserving this ancient craft. Don’t miss this captivating look into a guild culture unlike anything in the West!"
[W] Florida Gators Women’s Tennis vs University of Texas,2025-03-07,5:00pm,,https://calendar.ufl.edu/event/40124-florida-gators-womens-tennis-vs-university-o,
[W] Florida Gators Baseball vs Harvard,2025-03-07,6:30pm,,https://calendar.ufl.edu/event/41187-florida-gators-baseball-vs-harvard,
[L] Florida Gators Softball at Texas A&M,2025-03-07,7:00pm,,https://calendar.ufl.edu/event/41125-florida-gators-softball-at-texas-aampm,
With Love From Europe Movie Series: The Little Mermaid,2025-03-07,7:30pm,,https://calendar.ufl.edu/event/44052-with-love-from-europe-movie-series-the-little,Join the Center for European Studies & Tioga Town Center as we enjoy the film The Little Mermaid (2023)! The screening will be held at 7:30 pm at the Tioga Town Square.
[W] Florida Gators Gymnastics at University of Alabama,2025-03-07,8:00pm,,https://calendar.ufl.edu/event/41763-florida-gators-gymnastics-at-university-of-alabama,
Astronomy Department Campus Teaching Observatory Public Night,2025-03-07,8:30pm,,https://calendar.ufl.edu/event/43333-astronomy-department-campus-teaching-observatory-publi,The Department of Astronomy operates an on-campus Teaching Observatory for educational and public programs. These events are all free to the public.
[L] Florida Gators Women’s Basketball vs Louisiana State University,2025-03-07,8:30pm,,https://calendar.ufl.edu/event/44897-florida-gators-womens-basketball-vs-louisiana,
More events on 2025-03-07,2025-03-07,,,https://calendar.ufl.edu/#!view/day/date/20250307,Link to more events on this day
[L] Florida Gators Men’s Tennis at Texas A&M University,2025-03-08,2:00pm,,https://calendar.ufl.edu/event/43043-florida-gators-mens-tennis-at-texas-aampm,
[W] Florida Gators Softball at Texas A&M,2025-03-08,5:00pm,,https://calendar.ufl.edu/event/41124-florida-gators-softball-at-texas-aampm,
[W] Florida Gators Baseball vs Harvard - Doubleheader / 7 innings,2025-03-08,5:00pm,,https://calendar.ufl.edu/event/41185-florida-gators-baseball-vs-harvard,
Florida Gators Men’s Basketball vs Ole Miss - presented by Florida Dairy Farmers,2025-03-08,6:00pm,,https://calendar.ufl.edu/event/39850-florida-gators-mens-basketball-vs-ole-miss,
Lyrics for Life,2025-03-08,8:00pm,,https://performingarts.ufl.edu/events/lyrics-for-life-2025/,
More events on 2025-03-08,2025-03-08,,,https://calendar.ufl.edu/#!view/day/date/20250308,Link to more events on this day
Richard Robinson – Inorganic Seminar,2025-03-10,4:05pm,,https://calendar.ufl.edu/event/43342-richard-robinson-inorganic-seminar,
Richard Robinson – Inorganic Seminar,2025-03-10,4:05pm,,https://calendar.ufl.edu/event/44403-richard-robinson-inorganic-seminar,
Mario Day - Mario Kart Tournament & Costume Contest,2025-03-10,5:00pm,,https://calendar.ufl.edu/event/44761-mario-day-mario-kart-tournament-costume,"Get ready to race, compete, and show off your Mario Kart skills and dress up in your best Mario Kart themed costume! This tournament and costume contest is exclusively for registered UF student organizations, offering a fun and friendly way to connect, collaborate, and challenge each other on the track. Whether you’re a seasoned pro or a first-time racer, there’s a spot for everyone. Form your teams or compete solo, gear up, and prepare to claim victory in this high-speed, action-packed event. Fill out the registration form linked on this page to secure your spot and start your engines! Let’s see which UF student organization will come out on top as the ultimate Mario Kart champion!


  Available Prizes:


  -Grand Prize/Tournament Winner: One complimentary 2-hour Half House Rental in the Game Room to be used by your student organization ($400 value)


  -Mario Kart-themed Costume Contest Winner: Two Free Games of Bowling + Shoe Rental for up to 6 People"
More events on 2025-03-10,2025-03-10,,,https://calendar.ufl.edu/#!view/day/date/20250310,Link to more events on this day
Jordyn Bouwman - Physical Chemistry Seminar,2025-03-11,12:00pm,,https://calendar.ufl.edu/event/42066-jordyn-bouwman-physical-chemistry-seminar,
Jordyn Bouwman - Physical Chemistry Seminar,2025-03-11,12:00pm,,https://calendar.ufl.edu/event/43881-jordyn-bouwman-physical-chemistry-seminar,
(Cancelled) Awareness and Regulation in STEMM Mentoring Relationships,2025-03-11,1:00pm,,https://calendar.ufl.edu/event/43565-cancelled-awareness-and-regulation-in-stemm-mentoring-,"This event is cancelled. 
  
  Instructors: Jasmine Smith & Jeremy Waisome
  


  STEMM mentors will be presented with presentations followed by guided activities on the following topics: (1) Awareness: Self- and Situational; and (2) Self-Regulation: Emotional and Behavioral. Register here."
e-Learning @UF: Build & Design,2025-03-11,1:00pm,,https://calendar.ufl.edu/event/43475-e-learning-uf-build-design,Learn how to create and update an online course on UF’s e-Learning system.
UF GPT: Microsoft Copilot - UF AI Assistant for Work (CITT),2025-03-11,2:00pm,,https://calendar.ufl.edu/event/42851-uf-gpt-microsoft-copilot-uf-ai-assistant-for-work-citt,"Fly head first into the future with UF GPT: Microsoft Copilot, your UF AI Assistant for work. Copilot is an AI assistant that uses OpenAI’s GPT-4 model. This 60-minute session explores the various ways to utilize Copilot, from streamlining tasks like drafting emails and composing documents to writing Excel formulas and debugging code. Join us to learn practical tips for integrating Copilot into your daily routine and boosting your productivity!"
Biology Seminar - Robert Hatfield,2025-03-11,3:30pm,,https://calendar.ufl.edu/event/44564-biology-seminar-robert-hatfield,"Title: Magnetic Moss: Tillandsia usneoides as a Passive Biosensor for Particulate Matter Air Pollution
    Speaker: Robert Hatfield - UF Geology
    Date: March 11th, 2025
    Host: Stuart McDaniel
    Host Email: stuartmcdaniel@ufl.edu
    
    Join Zoom Meeting
    
      https://ufl.zoom.us/j/92381342983
    Meeting ID: 923 8134 2983"
Organic Chemistry Division Guest Speaker,2025-03-11,4:00pm,,https://calendar.ufl.edu/event/44032-organic-chemistry-division-guest-speaker,Prof. Julia Pribyl Ham from the United States Naval Academy will be giving a talk for the Organic Division of Chemistry
Organic Chemistry Division Guest Speaker,2025-03-11,4:00pm,,https://calendar.ufl.edu/event/44415-organic-chemistry-division-guest-speaker,Prof. Julia Pribyl Ham from the United States Naval Academy will be giving a talk for the Organic Division of Chemistry
The Golden Thread: A Conversation on the Western Tradition,2025-03-11,4:30pm,,https://calendar.ufl.edu/event/44888-the-golden-thread-a-conversation-on-the-western,"Join us for “The Golden Thread: A Conversation with Dr. Allen Guelzo and Dr. James Hankins on the Western Tradition”, moderated by Dr. Jeffrey Collins."
[W] Florida Gators Baseball at Florida State,2025-03-11,6:00pm,,https://calendar.ufl.edu/event/41184-florida-gators-baseball-at-florida-state,
We Will Dance Again,2025-03-11,7:00pm,,https://calendar.ufl.edu/event/44477-we-will-dance-again,"Presented as part of the 14th Annual Gainesville Jewish Film Festival
  A riveting examination of the attack on the Nova Music Festival in southern Israel, based on actuality shot by survivors and recovered from the perpetrators. This is a must-see film for anyone concerned about this latest chapter in the “Conflict”."
THE PEKING ACROBATS,2025-03-11,7:30pm,,https://performingarts.ufl.edu/events/the-peking-acrobats/,"THE PEKING ACROBATS perform daring maneuvers with awe-inspiring acrobatic feats to create a breathtaking, all-ages spectacle with the festive pageantry of a Chinese carnival. Experience their precarious pagoda of chairs, trick-cycling, precision tumbling, juggling, somersaulting, and gymnastics. Rooted in centuries of Chinese history, THE PEKING ACROBATS seek to uphold the rich and ancient folk art tradition, and bring it to new heights while pushing the envelope of human possibility."
More events on 2025-03-11,2025-03-11,,,https://calendar.ufl.edu/#!view/day/date/20250311,Link to more events on this day
Qualtrics @UF: Beyond the Basics (in-person) (CITT),2025-03-12,9:00am,,https://calendar.ufl.edu/event/42315-qualtrics-uf-beyond-the-basics-in-person-citt,
D.K. Stanley Day at the College of Health & Human Performance,2025-03-12,10:30am,,https://hhp.ufl.edu/about/events//dkday/,"Join us in celebrating our first dean and HHP’s commitment to enhancing the quality of life. The day kicks off with the lecture, “The Dynamic Behavioral Ecological Model & Recovery from Alcohol Use Disorder,” from Katie Witkiewitz, Ph.D., from 10:30–11:30 a.m.


  A student poster symposium will be held from 1-4 p.m. The day’s events will all take place on the historic “Alligator Alley” basketball court (Florida Gym, Room 105)."
Ready to Level Up Your Lab? (Vendor Show),2025-03-12,11:00am,,https://calendar.ufl.edu/event/43712-ready-to-level-up-your-lab-vendor-show,"Join USA Scientific, Eppendorf, and Life Sciences Advanced Technologies Inc. in the lobby at UF Innovate | The Hub. Please register by noon on March 11."
Teams Mini-Series: Communication Strategies (CITT),2025-03-12,11:30am,,https://calendar.ufl.edu/event/42840-teams-mini-series-communication-strategies-citt,"Get the Most Out of Microsoft Teams!


  Join our 30-minute webinar, Teams Mini-Series: Communication Strategies, to learn simple tips for better communication in Microsoft Teams."
12 Touchstones of Good Teaching,2025-03-12,12:00pm,,https://calendar.ufl.edu/event/43573-12-touchstones-of-good-teaching-,"3/12/2025 | 12:00 PM - 12:30 PM
  Instructors:  Jennifer Parker, Ed.D.
  


  Explore the 12 touchstones of good teaching, where we focus on strategies for being demanding, supportive, and intentional. Register here."
Computer Vision on HiPerGator,2025-03-12,12:00pm,,https://calendar.ufl.edu/event/44641-computer-vision-on-hipergator,
Transient basics: Thinking of taking classes elsewhere?,2025-03-12,12:50pm,,https://calendar.ufl.edu/event/44790-transient-basics-thinking-of-taking-classes,A workshop for current UF undergraduate students interested in taking classes away from UF during Summer 2025.
AI Image Generators (CITT),2025-03-12,1:00pm,,https://calendar.ufl.edu/event/43222-ai-image-generators-citt,"Get ready for a fun 90 minutes with art-filled AI image generators. In this training, you can learn how to use AI to generate images, as well as, quickly adding or removing objects, or modifying pictures in various platforms.
  
  Whether you plan to use these frequently or are just interested in seeing how the technology works, you can sign up for this online training!"
[W] Florida Gators Lacrosse vs Navy,2025-03-12,1:00pm,,https://calendar.ufl.edu/event/42037-florida-gators-lacrosse-vs-navy,
Getting Started with Pressbooks,2025-03-12,3:00pm,,https://calendar.ufl.edu/event/43574-getting-started-with-pressbooks,"3/12/2025 | 3:00 PM - 4:00 PM
  Instructor: Ryan Rushing
  


  In this workshop, we will go over how Pressbooks can be used to create open course resources (OERs) that can be shared with others. We will discuss use cases such as creating an open textbook or using Pressbooks as a collaborative publishing tool for class assignments that results in an authentic and meaningful learning experience for your students. We will provide a basic overview of how to access the system and get started with publishing in Pressbooks. We recommend that you bring a laptop to this session to have a hands-on look at the Pressbooks platform. Register here."
"Dr. Yun Wu, Professor - Biomedical Engineering, Univ. of Buffalo",2025-03-12,4:00pm,,https://calendar.ufl.edu/event/44369-dr-yun-wu-professor-biomedical-engineering-univ,"“New exosome-based liquid biopsy assays for lung cancer screening, early detection, and treatment response monitoring”


   


  Yun Wu, Ph.D.


  Professor and Chair


  Department of Biomedical Engineering


  University at Buffalo, The State University of New York


   


  Current cancer screening and diagnostic tests, such as low dose computed tomography (LDCT) for lung cancer and colonoscopy for colorectal cancer, are challenged by low sensitivity, high false positive rate, limited tumor information, uncomfortable or invasive procedures and high cost. Liquid biopsy detects circulating biomarkers, allows sequential monitoring of cancer development, complements medical imaging and risk factor data, provides a more comprehensive portrait of cancer, and thus it has shown great promise in cancer screening and diagnosis. Exosomes, nano-sized vesicles secreted by cells have emerged as promising cancer biomarkers for liquid biopsy. They have shown high sensitivity and specificity in diagnosing many cancers. Unfortunately, current detection technologies, such as ELISA, LC-MS, qRT-PCR, microarray and next generation sequencing are not able to effectively detect tumor-derived exosomes and are tedious, expensive and time consuming, which limits their clinical utilities as screening and diagnostic tests. To overcome these challenges, we have developed novel, sensitive, fast and user-friendly liquid biopsy assays to capture and characterize tumor-derived exosomal biomarkers for cancer screening, early detection and treatment response monitoring. In this talk, I will introduce the tethered cationic lipoplex nanoparticles (tCLN) assay, the immuno cationic lipoplex nanoparticles (iCLN) assay, and the exosome protein-microRNA one stop (Exo-PROS) assay. Using lung cancer as the disease model, we have demonstrated the potential clinical utilities of our exosome-based liquid biopsy assays in detecting lung cancer and predicting response to immune checkpoint inhibitor."
"Dr. Yun Wu, Professor - Biomedical Engineering, Univ. of Buffalo",2025-03-12,4:00pm,,https://calendar.ufl.edu/event/44394-dr-yun-wu-professor-biomedical-engineering-univ,TBA
Atlas Lab Open House,2025-03-12,5:00pm,,https://calendar.ufl.edu/event/44942-atlas-lab-open-house,"Come meet the Atlas Lab team on Wednesday, March 12, from 5:00 – 6:15 p.m."
2025 Women in Leadership Forum,2025-03-12,5:30pm,,https://calendar.ufl.edu/event/44763-2025-women-in-leadership-forum,"In honor of Women’s History Month, the Bob Graham Center Student Fellows join with the Bob Graham Center for Public Service to host the 2025 Joan S. Forrest Women in Leadership Forum. This year’s stellar panelists are leaders and scholars in politics at the local, state, & federal level."
[W] Florida Gators Softball vs UCF,2025-03-12,6:00pm,,https://calendar.ufl.edu/event/41122-florida-gators-softball-vs-ucf,
The Exile of the Musicians,2025-03-12,7:00pm,,https://calendar.ufl.edu/event/44478-the-exile-of-the-musicians,"Presented as part of the 14th Annual Gainesville Jewish Film Festival
  Between 1933 and 1945, more than one hundred Jewish musicians fleeing Germany took refuge in Argentina, where they resumed their careers in the country’s theaters, orchestras, radio stations, tango venues, and studios. Musicologist Silvia Glocer recovers their works, interviews their descendants, and organizes a grand concert in homage to these all-but-forgotten figures."
More events on 2025-03-12,2025-03-12,,,https://calendar.ufl.edu/#!view/day/date/20250312,Link to more events on this day
Fundraising Tips for Startups: Best Practices (Webinar),2025-03-13,1:00pm,,https://calendar.ufl.edu/event/44373-fundraising-tips-for-startups-best-practices-webinar,"Join UF Innovate | Accelerate for a webinar with Sandro Tuzzo on best practices for startups seeking to fundraise. He will cover common mistakes that startups make at the inception of their incorporation, take some Q&A, and describe the services the Vispo.ai offers.
  
  This event is open to the public. Please register by Wednesday, March 12 at 12 PM."
e-Learning @UF: Facilitate & Engage,2025-03-13,1:00pm,,https://calendar.ufl.edu/event/43474-e-learning-uf-facilitate-engage,Are you new to e-Learning at UF or wondering how to facilitate a pre-created course?
Dial Center Pre Registration Event,2025-03-13,3:00pm,,https://calendar.ufl.edu/event/45143-dial-center-pre-registration-event,
Dr. Madison Flint Geological Sciences Seminar,2025-03-13,3:30pm,,https://calendar.ufl.edu/event/42006-dr-madison-flint-geological-sciences-seminar,"“Nitrous oxide cycling across mixing zones:


  from micro-to field-scale”
  
  Dr. Madison Flint


  Assistant Research Scientist


  Department of Geological Sciences


  University of Florida


  Gainesville, FL"
Organic Chemistry Division Seminar,2025-03-13,4:00pm,,https://calendar.ufl.edu/event/44033-organic-chemistry-division-seminar,
Organic Chemistry Division Seminar,2025-03-13,4:00pm,,https://calendar.ufl.edu/event/44414-organic-chemistry-division-seminar,
"Evenings at Whitney - Origins of Animals, Brains and Minds",2025-03-13,6:00pm,,https://calendar.ufl.edu/event/42100-evenings-at-whitney-origins-of-animals-brains-and-mind,Dr. Leonid Moroz
Pink Lady,2025-03-13,7:00pm,,https://calendar.ufl.edu/event/44479-pink-lady,"Presented as part of the 14th Annual Gainesville Jewish Film Festival


  A film about marriage, transgression, and violent blackmail among ultra-orthodox Jews in Israel."
More events on 2025-03-13,2025-03-13,,,https://calendar.ufl.edu/#!view/day/date/20250313,Link to more events on this day
Communicative memory and the walls of Athens. The evidence of the Attic orators,2025-03-14,12:00pm,,https://calendar.ufl.edu/event/44622-communicative-memory-and-the-walls-of-athens-the,"This talk by Rosalia Hatzilambrou (University of Athens) is part of the series, SPRING SEMINAR IN GREEK RHETORIC, LAW, AND SOCIETY, which takes place FRIDAYS AT 12:00 NOON, SPRING 2025."
[W] Florida Gators Women’s Tennis at Mississippi State University,2025-03-14,4:00pm,,https://calendar.ufl.edu/event/40122-florida-gators-womens-tennis-at-mississippi-,
[L] Florida Gators Baseball at Tennessee,2025-03-14,6:30pm,,https://calendar.ufl.edu/event/41183-florida-gators-baseball-at-tennessee,
[W] Florida Gators Gymnastics vs University of Kentucky - Senior Night & GNV Night presented by Florida Dairy Farmers,2025-03-14,6:45pm,,https://calendar.ufl.edu/event/41762-florida-gators-gymnastics-vs-university-of,
More events on 2025-03-14,2025-03-14,,,https://calendar.ufl.edu/#!view/day/date/20250314,Link to more events on this day
[L] Florida Gators Softball vs Texas,2025-03-15,2:00pm,,https://calendar.ufl.edu/event/41121-florida-gators-softball-vs-texas,
[W] Florida Gators Lacrosse at Mercer University,2025-03-15,2:00pm,,https://calendar.ufl.edu/event/42036-florida-gators-lacrosse-at-mercer-university,
[L] Florida Gators Baseball at Tennessee,2025-03-15,3:30pm,,https://calendar.ufl.edu/event/41182-florida-gators-baseball-at-tennessee,
[L] Florida Gators Softball vs Texas - Presented by Florida Dairy Farmers,2025-03-15,5:00pm,,https://calendar.ufl.edu/event/41119-florida-gators-softball-vs-texas,
Wedding Night,2025-03-15,7:00pm,,https://calendar.ufl.edu/event/44480-wedding-night,"Presented as part of the 14th Annual Gainesville Jewish Film Festival
  A film made entirely by women explores the preparations and experiences of ultra-orthodox couples leading up to and on their wedding night."
More events on 2025-03-15,2025-03-15,,,https://calendar.ufl.edu/#!view/day/date/20250315,Link to more events on this day
[W] Florida Gators Softball at North Florida,2025-03-20,6:00pm,,https://calendar.ufl.edu/event/44576-florida-gators-softball-at-north-florida,
TIME FOR THREE,2025-03-20,7:00pm,,https://performingarts.ufl.edu/events/time-for-three/,"Ranaan Meyer, double bass / Nick Kendall, violin / Charles Yang, violin
  
  GRAMMY® and Emmy-winning ensemble TIME FOR THREE (TF3) defies conventions with genre-bending excellence. Their unique instrumentation of two violins and a double bass well matches their extraordinary sound, which merges classical, Americana, modern pop, and singer-songwriter styles. Their signature charismatic performances and pushing of creative boundaries leave audiences captivated worldwide.



  UpStage is an intimate, cabaret-style setting on the Phillips Center Mainstage. The 7:00 p.m. seating includes heavy hors d’oeuvres and cash bar; the 9:00 p.m. seating includes desserts and cash bar."
[W] Florida Gators Women’s Basketball vs University of Northern Iowa,2025-03-20,7:00pm,,https://calendar.ufl.edu/event/45155-florida-gators-womens-basketball-vs-university-of,
More events on 2025-03-20,2025-03-20,,,https://calendar.ufl.edu/#!view/day/date/20250320,Link to more events on this day
CHEMBIO SPRING 2025 SEMINAR SERIES-NO SEMINAR-SPRING BREAK,2025-03-21,11:45am,,https://calendar.ufl.edu/event/44948-chembio-spring-2025-seminar-series-no,NO CHEMBIO SEMINAR - SPRING BREAK
Florida Gators Women’s Tennis vs University of Missouri,2025-03-21,5:00pm,,https://calendar.ufl.edu/event/40120-florida-gators-womens-tennis-vs-university-o,
Florida Gators Men’s Tennis at University of Mississippi,2025-03-21,5:00pm,,https://calendar.ufl.edu/event/43041-florida-gators-mens-tennis-at-university-of,
Florida Gators Baseball vs Georgia - Presented by UF Health,2025-03-21,6:30pm,,https://calendar.ufl.edu/event/41179-florida-gators-baseball-vs-georgia,
Brad Williams: The Growth Spurt Tour,2025-03-21,7:00pm,,https://performingarts.ufl.edu/events/brad-williams-the-growth-spurt-tour/,
More events on 2025-03-21,2025-03-21,,,https://calendar.ufl.edu/#!view/day/date/20250321,Link to more events on this day
Florida Gators Gymnastics vs Auburn University,2025-03-22,3:30pm,,https://calendar.ufl.edu/event/45175-florida-gators-gymnastics-vs-auburn-university,
Florida Gators Gymnastics vs University of Alabama,2025-03-22,3:30pm,,https://calendar.ufl.edu/event/45176-florida-gators-gymnastics-vs-university-of-alabama,
Florida Gators Gymnastics vs University of Georgia,2025-03-22,3:30pm,,https://calendar.ufl.edu/event/45177-florida-gators-gymnastics-vs-university-of-georgia,
Florida Gators Gymnastics vs University of Kentucky,2025-03-22,3:30pm,,https://calendar.ufl.edu/event/45178-florida-gators-gymnastics-vs-university-of,
Florida Gators Gymnastics vs Louisiana State University,2025-03-22,8:00pm,,https://calendar.ufl.edu/event/45171-florida-gators-gymnastics-vs-louisiana-state,
Florida Gators Gymnastics vs University of Missouri,2025-03-22,8:00pm,,https://calendar.ufl.edu/event/45172-florida-gators-gymnastics-vs-missouri,
Florida Gators Gymnastics vs University of Oklahoma,2025-03-22,8:00pm,,https://calendar.ufl.edu/event/45173-florida-gators-gymnastics-vs-oklahoma,
More events on 2025-03-22,2025-03-22,,,https://calendar.ufl.edu/#!view/day/date/20250322,Link to more events on this day
Florida Gators Women’s Basketball at UNLV,2025-03-23,5:00pm,,https://calendar.ufl.edu/event/45200-florida-gators-womens-basketball-at-unlv,
More events on 2025-03-23,2025-03-23,,,https://calendar.ufl.edu/#!view/day/date/20250323,Link to more events on this day
Protecting Moana: Literary Ecologies of Oceania. Lecture by Professor Julia Frengs (University of Nebraska),2025-03-25,3:00pm,,https://calendar.ufl.edu/event/44884-protecting-moana-literary-ecologies-of-oceania,Julia Frengs is Associate Professor of French and Francophone Studies at the University of Nebraska-Lincoln and Distinguished Visiting Professor at the US Air Force Academy for the 2024-25 academic year.
Socialism Realized: From Creation to Classroom—Lessons from a Digital Learning Platform,2025-03-25,4:00pm,,https://calendar.ufl.edu/event/45082-socialism-realized-from-creation-to-classroomlessons-f,Featuring Dr. Vojtech Ripka: Anglo American University
Florida Gators Baseball vs Florida State,2025-03-25,6:00pm,,https://calendar.ufl.edu/event/41176-florida-gators-baseball-vs-florida-state,
More events on 2025-03-25,2025-03-25,,,https://calendar.ufl.edu/#!view/day/date/20250325,Link to more events on this day
Getting Started with AI for Teaching & Learning: AI for Research & Writing,2025-03-26,12:00pm,,https://calendar.ufl.edu/event/43575-getting-started-with-ai-for-teaching-learning,"3/26/2025 | 12:00 PM - 12:30 PM
  Instructor: Jennifer Parker, Ed.D.
  


  Discover how AI can enhance research and writing workflows.. We’ll explore popular AI tools, highlighting their features and functionality in academic and professional research. Explore ways to engage AI to efficiently manage citations, leverage AI-driven translation, and streamline information management to produce well-organized, high-quality content. Register here."
Florida Gators Lacrosse at University of Pennsylvania,2025-03-26,12:00pm,,https://calendar.ufl.edu/event/42034-florida-gators-lacrosse-at-university-of,
"Lunchtime Symposium: History Lab: Bridging Theory, Practice, and Inquiry in Digital History Education",2025-03-26,12:50pm,,https://calendar.ufl.edu/event/45081-lunchtime-symposium-history-lab-bridging-theory-practi,Featuring Dr. Vojtech Ripka: Anglo American University
